task_id,environment_docker_file,attempt_id
6a2252a7226df6fc69476d54,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/Ul2gIYp0dpqP3av,6a4548e10fbf6950e37551ca
6a2252a7226df6fc69476d55,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/iIvJyyXIn7Lcmj3,6a39af0617a034c9e0f02e4f
6a2252a7226df6fc69476d57,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/0ipgNSLTfNGm5zL,6a306a43d86754c3f93902e2
6a2252a7226df6fc69476d5a,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/u_eV49RQYQjU9dB,6a3c94f3adc656b84ccacbbe
6a2252a7226df6fc69476d5b,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/CaxUiYSh5dFJNpw,6a29557ec3c2f5c6c7255685
6a2252a7226df6fc69476d5c,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/Jv5-z2a_5inqKxS,6a345e3b10711d34905b25f8
6a2252a7226df6fc69476d5d,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/1zMihVowUBibRwR,6a45be04c4f3c786ebedbb3a
6a2252a7226df6fc69476d65,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/EH1m6k81QQ5nHbe,6a2fdd745779b170feaf274e
6a271a812033c9fde3b43f61,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/hBtUCH6AoAn503W,6a2c9766b6676468809f10dd
6a271a812033c9fde3b43f62,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/4-TyXYkcKd7eb-m,6a2c5f7ed5eded14b0167639
6a271a812033c9fde3b43f63,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/O_hUs9UTdqyqbOp,6a2eb05bf17e7e03e8461cb6
6a271a812033c9fde3b43f65,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/VfAunqrfb0ZD6KF,6a3aeab673626046301f2a70
6a271a812033c9fde3b43f66,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/n61EquSSVQt4oOW,6a2f655ef107f8eaca747d30
6a271a812033c9fde3b43f67,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/Z-ycfXX5agWA4_w,6a2ffeb7105e9e6e232af5df
6a271a812033c9fde3b43f68,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/X_Nubquf5RmrdUd,6a305e28d86754c3f938c3c1
6a271a812033c9fde3b43f6a,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/_SaXYBFET91Ol8f,6a2da7c03d95fe4eb603ae3f
6a271a812033c9fde3b43f6f,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/BW6IjT3sgPVB9X1,6a3097c9655ea8e978797b54
6a271a812033c9fde3b43f70,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/6ubJMNVciTWin55,6a2b6d763e4439a9e26722d4
6a271a812033c9fde3b43f71,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/LmrJcpp3TClmhag,6a45d85d25c3f234378692dc
6a271a812033c9fde3b43f73,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/X-kwM36JNDVXUKs,6a30d77dee715bb76b0827f8
6a271a812033c9fde3b43f74,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/M1WmxyZUluiNJFM,6a2ecb7f9a0dc754e5c0c2eb
6a271a812033c9fde3b43f75,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/nfkAO1iT-2ebSUz,6a3a2f31ccbbd131be33f1b3
6a271a812033c9fde3b43f77,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/DE2WlBm7WU1Wn51,6a2c6ba4513fb38c790ac32c
6a271a812033c9fde3b43f78,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/YTe9n6jVbrfUnKb,6a303ab6ded956a4be4e9ae4
6a271a812033c9fde3b43f79,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/NEy9QU-W2vFH44c,6a3b58b64884dc14924613b4
6a271a812033c9fde3b43f7a,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/FCHG4-nVP0Rok-W,6a2f07713c8de29104fd5543
6a271a812033c9fde3b43f7b,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/tlLTpq2gvEKRrNZ,6a3051b3c377d6c87c4e24bd
6a271a812033c9fde3b43f80,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/4xk4UNj4ioZ48Ul,6a301fda9e493c2a7091e22a
6a271a812033c9fde3b43f81,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/p0O2XilB7Bi0nKq,6a2f7fb790af1bc1a834e0c8
6a271a812033c9fde3b43f82,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/Z6zBEZLX-906i33,6a2f3dcfd2a037f9c66d1cc0
6a2a516109edd4a3aa3056cb,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/XXKlAVYq8hV1EX9,6a2d7b6be9d462bb72f51fa9
6a2a516109edd4a3aa3056cd,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/7j74AQo7sL9P7Nc,6a2e4ad31e6a91d57a40d79e
6a2a516109edd4a3aa3056d4,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/sNR-mHGvSTP5pLt,6a2fa224340777bb8faf5415
6a2a516109edd4a3aa3056d6,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/7VBdmue29sx7xie,6a2f14d7f32f412987ff0dc4
6a2a516109edd4a3aa3056d7,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/IAgtap9df0WI5hs,6a47311bc25f5802231d6dcf
6a2a516109edd4a3aa3056db,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/urtLiLw0myMZANo,6a303255f435764476923f5b
6a2a516109edd4a3aa3056dc,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/CylfOMN0eltVTzH,6a305d9bae0e8ba9da84a3df
6a2a516109edd4a3aa3056de,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/Wnhs-GVJuEugyyD,6a2ff71409fc2333f7576d78
6a2a516109edd4a3aa3056e3,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/M89Ew-jMMx6Eut0,6a303438c13ec85419996f8a
6a2a516109edd4a3aa3056e4,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/vU9jdSVv4XSCN9V,6a46c74b6dcb61ad89c8d2b0
6a2a516109edd4a3aa3056e9,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/4Qj905B32sWfEd5,6a30ca6a1967bd434d98e473
6a2a516109edd4a3aa3056ed,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/wwVYAvhyWPy2TqT,6a30d12f8095b7f2bb85b36b
6a2e2c326db3981084352d22,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/g4_Y3TXlX2EiMbH,6a3c5a4e08ddbad4b20cf4a9
6a2e2c326db3981084352d3c,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/Ss9RCbs0aL-4HXX,6a4320697838c730828b1f6f
6a31a2f7424da28b8ccb4453,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/6Gom6v1Ad0ZORvK,6a45c615beb792f3df6a7871
6a31a2f7424da28b8ccb445b,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/hqpJItXc0_9QVc-,6a44946ba185535acdb1a5b5
6a31a2f7424da28b8ccb4461,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/VOAkRGdHjdYbjzm,6a3a6e71c8cbe69159f33e0e
6a31a2f7424da28b8ccb4469,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/BhLDqY4_UEMjG8w,6a439ba47554e4d2afea4510
6a31a2f7424da28b8ccb446b,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/uVFEbNhb8t2vxtd,6a3c5a799505652da0b7911b
6a31a2f7424da28b8ccb4470,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/qknKmqHogIBYYAz,6a46c515d07d75230e7179ea
6a34843aa0d92ff63eee2e23,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/lx7SODE0Nh-vSRe,6a3906e5162cdfa0485d57d4
6a34843aa0d92ff63eee2e2a,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/xtJXijEi_izP243,6a3feba5229a20b079892021
6a34843aa0d92ff63eee2e32,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/xE4aRHrPyknX1c6,6a394ac7eccd0b05ca8c28b7
6a34843aa0d92ff63eee2e35,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/oDMX2VEhiAZOl4x,6a3eff18111f4de3a96a22b7
6a34843aa0d92ff63eee2e36,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/WAa9tXcahePAO_i,6a397d2bcaa2306bffbfe638
6a34843aa0d92ff63eee2e3d,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/pZiLdUDN9YybS8b,6a3a1ae33fd8eb42e15fa6be
6a34843aa0d92ff63eee2e3e,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/QynwHIlPh_u_JYD,6a36d2ec0b962fd733eb8f2c
6a38469525262cee87640092,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/mFEC0SmQO0yeXN7,6a3ba9acdc003915c9bcccbf
6a38469525262cee87640096,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/0XQtUwnMEwKi--z,6a46db413510b1c597d0e2d5
6a38469525262cee8764009e,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/8avCFLabnEBeWNP,6a3d72dcedace034b633f8e1
6a38469525262cee876400a7,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/XoggIN6UMIW5qMB,6a3c3139ae8b643f423dc91f
6a38469525262cee876400a8,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/zi2xItg30H45C4A,6a3c2ca9519616ecb20b8f61
6a38469525262cee876400ab,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/dNIduaEnBhRWXla,6a3cd70bcd274cb9f98071b1
6a38469525262cee876400ac,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/__ZHS9eOl68EGry,6a44796c6006cc2cc3d9b6b6
6a38469525262cee876400af,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/zyObbY0gMESFJAb,6a4614e9885570ef934a121b
6a3ae0c1291d4e4d5637316c,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/74uVkkB5AzoQ6sj,6a3fe38a28d9f1ddf02ea92a
6a3ae0c1291d4e4d56373174,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/2Av8qk68Z5tMyoY,6a46df0b22537f7f11ddd560
6a3ae0c1291d4e4d56373181,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/Gfq_jpUz4w5jD32,6a470b2709bfdcc9fe7a6e87
6a3ae0c1291d4e4d56373185,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/9Jt6TmfebqkGK3x,6a4573dd73f4fa3cbd41b75a
6a3ae0c1291d4e4d56373186,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/VfKNG52Q5laBvtQ,6a429f83f93423748054f6fe
6a3ae0c1291d4e4d56373187,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/elwj9Wi5Tlaf9w-,6a3e0260f98a736992efbc81
6a3d7db012a738e7ef9c09b4,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/NacxC96u_W17Oel,6a402612c40aabda4567b035
6a3d7db012a738e7ef9c09b5,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/HeEvvBj7wpkmGPQ,6a4362804ec7b55e315c565d
6a3d7db012a738e7ef9c09ba,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/A4jXUxZLUr1ZShK,6a42de13350b103fb61a00a9
6a3d7db012a738e7ef9c09bd,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/4w6fJq84QmgWW3D,6a43658402ba34cc3196401f
6a3d7db012a738e7ef9c09be,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/4qG77DwqpKT5ukX,6a46a563a0a727697d493b40
6a3d7db012a738e7ef9c09bf,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/CQNvrhVsi8O4U70,6a47260a12f7ac5ac48f83f7
6a3d7db012a738e7ef9c09c5,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/dhsNDlUHsMJQo6Y,6a433bf25664d95c9583f2ce
6a3d7db012a738e7ef9c09c6,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/Q9IzTcR78oojaQK,6a434a2d4cfb3722c742ea78
6a3d7db012a738e7ef9c09c7,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/HvYYxpVHInTCkGZ,6a43fba4a0df745dae242e90
6a3d7db012a738e7ef9c09cb,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/GE4BLEwA7Cvzg5I,6a455ee48950f932a6a26757
6a3d7db012a738e7ef9c09cf,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/d6iXvYaIGf5RxBz,6a46c5ca66eb250a83280bd0
6a42a89fbff245d051aeb41f,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/NoZ12O8xxZrgwI6,6a44ac459a69022a73598a5a
6a42a89fbff245d051aeb422,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/85H1u0kQEPGZU0n,6a46e9b37e3ef0d70b22fe22
6a42a89fbff245d051aeb425,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/dO5ttbzq_1zhAmT,6a45fccd5154dda0f8ff8b73
6a42a89fbff245d051aeb427,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/VmDOcC_sPlPZ4wO,6a45e72c5154dda0f8ff1b8f
6a42a89fbff245d051aeb42c,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/vjThZsQ41WcKfEU,6a458e8d3cd8beee4d43d97f
6a42a89fbff245d051aeb42d,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/rOdFjCeQIeN44hp,6a464a1f1649f06b201e15b1
6a42a89fbff245d051aeb431,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/CTE-fjV4GvpM58a,6a47265b12f7ac5ac48f8abd
6a42a89fbff245d051aeb432,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/gCr2xxNYYNeQnax,6a4564a4b8589feb28894558
6a42a89fbff245d051aeb439,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/AnnTjjnj8FaH18h,6a464b9a25c3f234378990e0
6a42a89fbff245d051aeb43b,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/46FoPHrUmWGNs2t,6a44895886ca7ae73eb400d5
6a42a89fbff245d051aeb43e,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/8ZUQS2zg0SGBKrY,6a472b2a06a0c14911fa54e1
6a42a89fbff245d051aeb43f,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/UHJ3CV2hEdTObtX,6a46f60634358c4d0ce15bb1
6a42a89fbff245d051aeb440,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/5Mj2jGp1gGAyD3j,6a44579e0cb162c6cf21d0c9
